Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Location,Speed_limit,Light_Conditions,Weather_Conditions,Urban_or_Rural_Area
50,3,2,1,2,581,30,1,1,2
47,2,2,1,2,554,40,1,1,2
46,3,1,1,2,541,20,1,1,1
21,3,2,1,2,250,30,1,1,1
34,2,2,1,2,381,30,1,1,2
12,2,2,1,2,189,30,1,1,1
50,3,1,1,2,585,30,1,1,1
35,3,2,3,2,394,70,4,1,1
42,3,2,1,2,461,40,4,1,1
35,3,2,1,2,394,30,4,1,1
22,3,2,1,2,277,70,4,1,1
44,3,1,1,2,502,30,4,1,1
1,3,2,1,2,9,30,4,1,1
48,3,2,1,3,570,20,4,1,1
11,3,2,1,3,169,50,1,1,2
23,2,1,1,3,290,30,1,1,2
60,2,1,1,3,721,30,1,1,2
54,2,1,1,3,635,60,1,1,2
44,3,3,1,3,502,30,1,1,1
37,3,2,1,3,415,30,1,1,2
3,3,1,1,3,60,20,1,1,2
1,3,2,1,3,11,20,1,1,1
7,3,2,1,3,128,30,4,1,1
50,2,2,3,3,580,40,1,1,2
60,2,3,2,3,722,60,6,1,2
1,3,2,1,3,18,50,4,1,1
43,3,1,2,3,483,60,6,8,2
45,3,2,2,3,38,30,4,1,1
3,3,3,5,3,61,40,4,1,2
32,3,1,1,4,353,50,1,1,2
47,2,2,1,4,562,30,1,1,1
1,3,1,1,4,13,30,1,1,1
14,3,3,3,4,215,70,1,1,1
1,3,2,1,4,18,30,1,8,1
55,3,2,1,4,641,40,1,1,2
20,3,2,3,4,306,30,1,9,2
30,3,2,3,4,322,60,5,1,2
6,2,3,3,4,112,30,1,1,1
1,3,2,1,4,22,30,4,1,1
12,3,1,1,4,182,30,4,1,1
42,3,4,3,4,451,70,4,1,2
41,3,1,1,4,433,30,4,1,1
96,3,2,1,4,939,60,6,1,2
1,3,1,2,4,17,30,4,1,1
95,3,2,1,4,940,50,5,9,1
1,3,2,1,5,27,30,1,9,1
22,3,2,1,5,270,30,1,1,1
6,2,1,1,5,107,30,1,8,1
6,3,3,3,5,104,30,1,9,1
20,3,1,1,5,305,30,1,1,1
1,3,2,1,5,16,50,1,1,1
54,3,1,1,5,635,30,1,1,1
52,3,2,2,5,601,20,1,1,1
31,3,2,1,5,341,30,1,1,1
36,3,1,1,5,404,20,4,1,1
52,3,2,1,5,610,30,4,7,1
10,3,3,1,5,139,60,6,1,2
37,2,2,4,5,411,60,6,1,2
1,3,1,1,5,32,30,4,1,1
1,3,2,1,5,32,30,4,1,1
1,3,2,1,5,13,30,4,1,1
1,3,3,1,5,13,30,6,1,1
43,3,2,1,6,482,20,4,1,1
1,3,2,2,6,14,30,1,1,1
43,3,2,1,6,470,30,4,1,1
52,3,2,1,6,611,30,1,1,2
21,2,1,1,6,250,30,1,9,1
6,3,3,1,6,102,30,1,1,1
6,3,2,1,6,102,30,1,1,1
1,3,1,1,6,5,30,1,1,1
45,3,2,2,6,513,30,1,1,1
5,3,1,1,6,92,30,1,1,2
42,3,2,1,6,459,50,6,1,2
1,2,2,1,6,12,30,4,1,1
43,3,2,1,6,479,70,4,2,2
37,3,3,2,6,415,40,4,1,1
43,3,2,1,6,481,70,4,1,2
47,2,2,2,6,554,30,4,1,1
55,3,2,7,6,640,30,4,1,1
3,3,2,1,6,60,60,6,2,2
6,2,1,1,7,102,30,4,1,1
48,3,1,1,7,570,30,7,9,1
45,3,1,1,7,512,30,1,1,1
14,3,2,1,7,210,40,1,1,2
23,3,2,1,7,294,30,1,1,1
1,3,2,2,7,7,30,1,1,1
22,1,2,1,7,277,60,6,1,2
43,2,2,1,7,474,30,4,1,1
97,3,1,1,7,913,60,6,1,2
1,3,1,1,7,4,20,4,1,1
1,3,1,2,7,5,30,4,9,1
10,3,1,1,7,147,30,4,1,1
4,2,1,1,1,70,30,4,1,1
13,2,4,1,1,204,40,4,1,1
44,2,1,3,1,490,70,1,1,2
1,3,2,1,1,30,30,1,9,1
14,3,5,1,1,215,30,1,1,1
13,2,2,2,1,203,40,1,1,2
1,2,1,1,1,13,30,1,8,1
4,3,3,5,1,79,30,1,1,2
14,3,2,1,1,215,30,4,1,1
31,3,2,1,1,341,30,4,1,1
21,3,1,1,1,255,30,7,1,2
1,3,2,1,1,30,30,4,1,1
35,3,3,1,2,393,60,6,1,2
1,3,1,1,2,10,30,1,1,1
55,3,3,2,2,643,30,1,1,1
97,3,2,1,2,932,30,1,1,1
4,3,1,1,2,72,20,1,1,1
54,2,2,1,2,633,30,4,1,1
46,3,2,1,2,531,70,6,1,2
1,3,2,1,2,3,20,4,1,1
1,3,2,1,2,30,50,4,1,1
50,3,1,1,2,596,40,6,1,2
1,3,1,1,3,30,30,1,1,1
23,3,1,1,3,292,50,4,7,2
44,3,2,2,3,502,30,1,1,2
1,3,2,1,3,6,30,1,1,1
1,3,1,1,3,8,20,1,1,1
52,3,2,2,3,607,60,1,2,2
46,3,1,1,3,542,30,1,7,2
52,2,2,2,3,610,60,1,1,2
1,3,2,1,3,12,30,4,1,1
60,3,1,1,3,723,30,4,2,1
47,3,2,1,3,565,30,4,1,1
41,3,2,1,3,435,30,4,1,1
97,3,2,1,3,926,30,4,2,1
46,3,2,1,3,536,30,4,7,2
1,3,2,1,4,7,30,4,1,1
13,3,2,1,4,204,40,4,1,1
62,3,2,1,4,744,30,1,1,1
1,3,2,1,4,2,30,1,8,1
42,2,1,1,4,460,30,1,1,1
41,3,2,1,4,33,30,1,1,1
13,3,4,2,4,204,40,1,1,1
63,3,1,1,4,753,30,1,1,1
1,3,1,1,4,1,30,4,1,1
33,1,2,1,4,366,30,1,1,2
46,3,3,1,4,536,70,1,1,2
46,3,2,1,4,532,70,4,1,2
1,3,3,1,4,1,30,4,1,1
37,3,2,1,4,412,70,6,1,2
95,3,2,1,4,923,20,4,1,1
46,3,3,1,4,542,70,6,1,1
13,3,2,1,4,200,30,4,1,1
16,2,1,1,5,232,40,4,1,1
1,3,1,1,5,28,30,1,1,1
21,3,1,1,5,250,30,4,2,1
30,2,2,1,5,323,30,1,1,1
50,3,2,1,5,584,30,1,2,2
96,3,2,2,5,924,30,1,1,1
53,3,1,3,5,625,60,1,1,2
46,3,2,2,5,541,30,1,1,1
5,3,2,1,5,93,30,1,1,1
1,3,2,1,5,3,30,4,4,1
22,2,1,1,5,277,30,4,1,1
1,3,1,2,5,26,40,4,1,1
54,3,2,1,5,635,60,6,2,2
46,3,2,1,5,535,30,1,1,2
13,3,2,4,5,202,30,4,1,1
46,3,2,1,5,536,60,6,1,2
20,3,2,1,6,307,30,4,2,1
46,3,1,1,6,531,30,1,1,2
48,3,2,1,6,570,20,1,1,1
7,3,2,2,6,129,60,1,1,2
6,3,3,1,6,100,70,1,1,2
6,3,2,2,6,100,30,4,2,1
42,3,2,1,6,455,30,4,1,1
1,3,2,1,6,19,30,4,1,1
3,3,1,1,6,61,30,4,1,1
54,3,1,1,6,633,60,6,1,2
50,3,1,1,6,586,40,1,1,2
20,3,1,1,6,303,30,4,1,1
14,3,1,1,6,210,30,4,1,1
13,3,1,1,6,202,30,4,1,2
1,3,2,1,6,23,30,4,1,1
35,2,3,1,7,390,20,4,1,1
44,3,2,1,7,490,30,1,1,1
1,3,2,1,7,11,40,1,1,1
4,3,1,1,7,85,60,1,1,2
1,3,2,1,7,7,30,1,8,1
1,2,1,1,7,11,40,4,2,1
1,3,1,1,7,1,30,4,2,1
21,2,1,1,7,251,30,4,2,1
53,3,2,1,7,625,70,6,2,2
1,3,2,2,7,25,30,4,2,1
10,3,1,1,7,150,30,4,1,1
36,3,2,2,1,401,30,4,9,1
46,3,1,1,1,536,40,6,7,2
46,2,3,1,1,533,70,1,1,2
54,3,2,1,1,635,60,1,1,2
37,3,2,2,1,413,30,1,1,2
1,3,1,1,1,26,30,1,1,2
1,3,3,4,1,14,30,1,1,1
1,2,2,1,1,21,30,4,1,1
1,3,2,1,1,19,30,4,1,1
1,3,1,2,1,28,30,1,1,1
4,2,1,1,1,70,30,6,1,2
1,3,1,1,1,25,30,4,1,1
1,3,1,1,2,20,30,4,1,1
22,3,2,1,2,270,40,4,1,2
44,3,2,1,2,492,30,1,1,1
50,3,2,1,2,596,30,1,1,1
13,2,1,1,2,202,30,1,1,2
52,3,2,2,2,601,20,1,1,1
14,3,1,1,2,210,30,1,1,2
3,3,1,1,2,62,30,4,2,1
50,3,3,2,2,596,30,4,1,1
52,3,1,1,2,610,30,4,9,2
46,3,2,1,2,533,70,7,2,2
35,3,2,1,2,390,60,4,2,2
93,3,1,1,2,912,30,4,1,1
1,3,4,1,3,14,30,4,1,1
44,3,4,2,3,502,70,4,2,2
1,3,1,1,3,26,60,7,1,2
1,3,2,1,3,9,30,4,8,1
52,3,2,2,3,611,50,1,2,2
6,2,1,1,3,110,30,1,1,1
20,3,2,1,3,300,30,1,2,1
1,3,2,2,3,31,30,1,1,1
98,3,2,1,3,917,60,1,1,2
52,3,3,1,3,610,30,4,1,2
54,3,2,1,3,635,70,6,1,2
1,3,1,2,3,27,30,4,2,1
33,3,1,1,3,364,30,4,8,1
1,1,1,1,3,12,30,4,8,1
48,3,1,1,4,570,20,4,1,1
14,3,2,2,4,213,30,7,1,1
50,3,2,1,4,580,60,1,1,2
22,2,2,1,4,284,50,1,1,2
52,3,2,1,4,610,30,1,1,1
32,3,3,1,4,351,30,1,1,1
50,3,1,1,4,588,30,4,1,2
47,3,2,1,4,551,30,4,1,1
20,3,3,2,4,307,30,1,1,1
46,3,2,1,4,543,60,6,1,2
46,3,2,1,4,532,30,4,1,1
47,3,3,1,4,565,20,4,1,1
41,2,3,1,5,433,30,4,1,1
13,3,2,2,5,204,60,6,7,2
97,3,2,1,5,932,60,1,2,2
30,3,1,2,5,323,30,1,1,1
97,3,2,1,5,938,30,1,1,1
1,3,1,1,5,18,30,1,1,1
42,3,2,1,5,456,30,1,1,1
45,3,2,2,5,511,50,6,1,2
3,3,2,1,5,62,30,4,1,1
22,3,2,1,5,286,30,4,1,2
32,2,1,1,5,351,60,6,1,2
33,3,2,1,5,364,30,4,1,1
30,2,2,1,5,322,30,4,1,1
35,3,2,1,5,395,30,4,1,2
14,2,1,1,6,215,30,4,1,1
42,3,1,1,6,453,40,1,1,1
21,3,2,2,6,255,70,1,1,2
62,3,2,1,6,740,30,1,1,1
44,3,2,1,6,496,30,1,1,1
6,3,1,1,6,110,30,1,1,1
32,2,1,1,6,355,30,4,1,1
44,3,2,1,6,492,30,7,1,1
34,3,2,1,6,384,30,4,1,1
20,2,1,8,6,300,30,4,1,1
1,3,1,2,6,20,30,4,1,1
46,3,2,1,6,542,50,4,1,2
21,3,1,2,6,255,60,6,2,2
46,2,1,1,6,535,30,6,1,2
47,3,2,1,7,551,30,4,1,1
43,2,2,1,7,482,20,1,1,1
31,3,1,1,7,342,70,1,1,2
50,3,2,2,7,582,30,1,1,2
1,3,1,1,7,28,30,1,7,1
20,3,5,1,7,302,30,1,1,1
20,3,2,1,7,309,30,4,1,1
34,2,2,1,7,385,50,6,7,2
44,3,2,2,7,491,30,4,1,1
97,3,2,3,7,926,30,4,1,1
1,3,2,1,1,1,40,4,1,1
20,3,1,1,1,300,30,1,1,1
20,3,2,1,1,302,20,1,1,1
33,3,2,2,1,366,30,1,1,2
46,3,1,1,1,536,60,6,1,2
1,3,3,3,1,27,30,4,1,1
97,3,2,1,1,938,30,4,1,1
1,3,1,1,1,13,20,4,1,1
4,2,1,1,2,83,50,4,8,2
32,3,2,2,2,352,30,1,1,1
1,3,2,1,2,7,20,1,1,1
5,3,2,2,2,91,30,1,1,1
97,3,2,1,2,937,70,1,1,2
96,3,2,1,2,924,30,4,1,2
1,2,1,1,2,12,30,4,1,1
44,3,2,1,2,498,40,7,1,1
1,3,1,1,2,22,30,7,1,1
1,3,2,1,2,18,50,7,1,1
3,3,1,3,2,63,60,6,1,2
14,3,2,1,3,213,40,7,1,2
55,3,2,1,3,645,40,1,1,2
1,3,2,1,3,30,40,1,1,1
10,3,2,2,3,150,40,1,1,1
33,3,2,3,3,368,60,6,1,2
21,2,1,1,3,257,30,4,1,1
45,3,1,1,3,516,40,6,1,2
1,3,2,1,3,8,20,4,1,1
14,2,3,6,3,211,60,6,1,2
44,3,1,1,3,500,30,4,1,1
1,3,2,1,3,24,30,4,1,1
44,3,2,1,4,498,30,7,1,1
95,3,1,1,4,923,20,1,1,1
46,3,3,2,4,540,30,1,2,1
6,2,1,1,4,104,30,1,1,1
36,3,2,1,4,404,30,1,1,1
12,3,3,2,4,185,60,1,1,2
35,3,2,1,4,395,30,4,1,2
33,3,2,2,4,362,30,4,1,1
1,2,1,2,4,20,30,4,1,1
33,3,2,1,5,362,30,4,8,1
16,3,1,1,5,231,40,1,1,2
1,3,3,1,5,13,40,1,1,1
46,3,2,1,5,532,30,1,1,2
50,3,2,3,5,580,50,1,1,2
52,3,2,3,5,606,60,1,1,2
4,3,1,1,5,71,30,1,1,2
20,3,2,3,5,307,30,1,1,1
37,3,1,1,5,416,30,4,1,2
34,3,3,2,5,383,60,6,1,2
97,3,3,1,5,926,70,4,2,1
63,3,3,1,5,753,60,6,1,2
62,3,1,1,5,745,30,4,1,1
14,3,2,3,5,210,50,4,1,2
46,3,1,1,5,542,30,4,1,1
36,3,1,1,6,406,60,6,1,2
1,3,2,1,6,20,30,1,8,1
46,3,1,1,6,542,70,1,1,2
62,3,1,1,6,744,70,1,2,2
63,2,3,1,6,753,30,1,5,1
1,3,2,2,6,16,30,4,2,1
22,3,2,1,6,286,60,6,1,2
46,2,2,1,6,530,30,1,5,1
42,3,2,1,6,451,70,4,1,2
52,3,2,2,6,605,30,4,1,2
1,3,1,1,6,14,50,4,1,1
7,3,2,1,7,130,30,4,1,2
4,2,1,1,7,79,30,1,5,1
47,3,1,1,7,562,60,1,1,2
97,3,1,1,7,916,30,1,1,1
95,3,4,2,7,940,30,4,1,2
47,3,2,1,7,554,30,4,1,1
40,2,1,1,7,420,30,4,1,1
11,3,3,1,7,169,30,4,1,2
1,3,2,1,1,13,40,4,1,1
20,3,2,4,1,305,30,1,1,1
54,3,2,1,1,635,60,1,2,2
62,3,2,2,1,744,30,4,2,2
47,3,3,1,1,551,30,4,1,1
11,2,4,1,2,169,30,4,2,2
43,3,2,1,2,479,70,4,1,1
7,3,1,1,2,130,30,1,1,1
1,3,1,1,2,29,30,1,1,1
1,3,2,2,2,31,30,7,9,1
21,3,2,1,2,258,70,4,1,1
1,3,3,3,3,25,40,4,1,1
1,3,1,1,3,12,30,4,1,1
43,3,2,1,3,479,30,1,1,2
60,3,2,3,3,722,30,1,1,2
1,3,4,2,3,2,20,1,1,1
22,3,2,1,3,274,40,1,1,2
1,3,2,1,3,5,20,4,1,1
1,3,2,1,3,4,30,1,1,1
54,1,2,4,3,635,60,6,1,2
46,3,2,1,3,536,30,4,1,1
61,3,1,1,4,731,70,4,1,2
32,3,3,2,4,353,60,1,1,2
50,3,1,1,4,580,30,1,1,1
44,3,2,1,4,502,40,1,1,2
5,3,2,1,4,93,40,4,2,2
42,3,3,2,4,456,70,4,1,2
7,3,1,1,4,129,30,4,1,1
44,3,1,1,4,490,70,6,7,2
44,3,1,1,5,496,40,6,1,2
1,3,3,1,5,27,40,1,1,1
43,2,5,6,5,483,70,1,1,2
13,3,2,1,5,204,70,1,1,2
43,2,2,2,5,481,50,1,1,1
33,3,2,1,5,364,30,1,1,1
20,3,3,2,5,307,30,1,1,1
1,3,1,1,5,8,30,4,8,1
97,3,1,1,5,916,30,4,1,1
6,3,2,1,5,100,30,4,8,1
41,3,2,2,5,33,70,4,7,2
23,3,1,1,6,292,50,6,7,2
45,3,1,1,6,516,40,1,7,2
3,3,1,1,6,62,20,1,1,1
7,3,3,1,6,130,60,1,1,2
35,2,1,1,6,394,30,1,1,1
4,2,1,1,6,82,30,4,1,1
1,3,1,1,6,4,30,7,9,1
1,3,1,1,6,17,30,4,1,1
1,3,1,1,6,18,30,4,1,1
44,3,1,1,7,498,60,4,1,2
1,3,1,1,7,26,30,1,9,1
7,2,2,2,7,130,60,1,1,2
36,3,1,1,7,406,50,6,1,2
13,3,2,2,7,200,50,4,1,2
6,1,2,2,7,104,30,4,1,1
33,3,2,2,7,364,30,4,1,1
